V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
-2.03792869781941,1,0.0157126517355392,0,0.280796428065121,1,0.116696506496044,1,-0.456352495505389,1,-0.620910822074405,1,1.11719748044144,0,-0.0235986944101919
1.01984245988089,0,0.616642091905432,0,0.598332450812184,0,-0.520413233642569,1,0.318461435787419,0,-0.399987688345136,0,1.24382082901451,1,0.0996212228250198
-0.188468624035445,0,-0.723530061167729,1,0.860048127776598,1,0.832087337515877,1,-0.981620593107728,0,-0.326369940019396,0,-0.519075944137337,0,0.316550548818496
0.617301622720239,0,0.133017212185595,1,0.597785593158666,0,-0.693201337538573,1,-1.5099416555901,0,2.36306554874121,1,-0.792561954803823,1,0.571950849222512
-1.57516032136585,0,-0.622311137907485,0,-0.591943136900787,0,1.00878033567803,1,-0.356777870119072,1,2.57984656867805,0,-1.50114721721622,1,-1.73278555691822
2.30969828535832,1,1.46652487551487,1,-1.38846266983784,1,0.95505558598738,0,0.748633024263461,0,-0.688257965154058,0,0.332811117477939,0,-1.56734838182612
1.165614941335,1,-0.0266796810930221,0,-1.23739839630337,1,-0.718194838364896,1,-0.42067336697397,0,-0.188973773682777,1,1.24612286241515,1,-1.58655344831018
0.755529003740547,0,0.664006769838803,0,-1.65966911768681,1,0.543051556103538,0,-0.584180304518156,0,-0.790766487041732,1,-0.457370769936514,0,2.13149676400787
-0.159708058171527,1,-1.12529580497157,0,1.38160101326357,1,-1.91174646559274,1,-0.606662505949132,1,-0.503663485516315,1,-0.219952233572501,1,-1.20733636697469
-0.637447927025787,1,0.0444250399762946,1,1.54282479235372,1,0.459721124293719,1,-0.373482319417565,0,0.549613728640559,0,-0.0746352153056681,1,1.08959259611971
1.44686548005853,0,0.105705525547137,1,-0.0830629447812077,0,1.20513243568888,0,-1.55488320404414,1,0.0769940639021895,1,-2.19705278498888,1,-0.0513123761504735
1.56779306883793,1,-0.997519588404769,1,0.479102499970419,1,-0.554319449878296,0,-2.1325523083041,1,-0.185842335584056,0,0.664812895748107,1,0.256675961097004
-0.0792136275785374,1,0.619620859911164,1,-0.903316469927788,1,0.404947193417035,1,0.95783711069263,1,0.293963847695389,0,0.0503267771689826,1,0.523972619805514
0.470952430970413,0,-1.81490992076324,0,1.60136205057279,0,-0.640184871155622,0,-0.273809359538789,1,-3.01917936447244,0,0.524292241331032,0,0.996403234709336
-0.250744271890778,0,-2.12050114967958,0,0.790809700632693,1,-0.938127176368218,1,0.0843166192462647,0,1.46364935125811,0,-0.764127313042249,1,0.874549011121651
-1.14741235750559,0,0.320859919491729,0,0.790783463154431,0,-0.0114869690650622,1,1.67410776710696,0,-0.38249835158577,0,0.51599958448039,0,1.2453309542104
1.15443399731578,1,0.0270284804071974,0,0.179768971969433,0,1.7080314716722,0,0.409109346203235,0,0.804231372806942,0,0.0822749284064065,0,-0.714444483128352
-0.290273793946931,0,-0.583621542631757,0,-1.20333077067329,0,-1.88384200559876,1,0.489593104922956,0,-0.174541413237412,0,0.524035785160745,0,0.0737235370342371
1.35238690502033,1,0.171928736512149,1,0.320888224233588,0,-0.910942951122784,0,-0.515664610034344,0,1.55560383732014,0,1.25280776712076,1,-0.0858619532294042
-0.16724887305314,1,-0.107350384227286,1,-2.2961305710324,1,0.0466009894511508,0,-0.0844099138522458,1,0.964839410987436,1,0.610303244122338,1,0.393114194230111
