V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15
0.220811310358136,0,0.462889396978646,1,-0.0140261464208574,0,0.742589344696098,1,-0.481046579880387,1,-0.245285511708662,0,0.0210190541539059,1,0.428723366311315
1.71939262844276,1,-0.0669968681746813,1,0.911897326528007,1,-0.552261724446541,1,-0.052117981915681,1,0.0292567578141347,1,1.51113872763892,0,-2.79584979808205
-0.981063385535864,0,-0.0944121763012446,1,-0.454968030198405,1,0.373407195822399,1,-1.50550887205209,0,-0.266892268901882,1,-0.712876857703057,0,0.00150466453450593
1.61688613203262,1,0.878009396292762,0,-0.117030039651294,1,-1.41334824685964,1,-0.657223926447133,0,0.479826687631452,1,-0.747690413326466,1,-0.640366823164597
-0.357758172201461,1,-0.169991444717107,1,-1.45187898148464,1,-0.552361003962015,1,-0.331784655277331,0,0.419729734200206,1,1.22830382055235,0,-1.07914555737937
0.500028967189753,1,-0.316696538526386,0,0.778970841729958,0,-0.230854786104096,1,-0.165645325803607,1,0.092462874236953,1,-2.03354570076322,1,-0.0430032796791655
-1.16827443592137,1,0.674813451502721,0,0.976397062502035,1,-0.315150242207068,1,0.762914203298141,0,1.48499284222596,1,-0.143077476437934,0,0.121021469222848
-0.282389662625168,0,-1.70804837918864,1,-0.497788613191719,1,0.442895626276391,1,0.799788353788566,1,1.49586098492216,1,-0.405792601362632,0,-1.74086878776179
0.330291330509129,0,0.277951379475602,1,-0.444512344151925,1,0.401326160862515,1,1.06214645643621,1,-0.442279250790398,1,0.708329572152435,0,0.394645438272811
-0.114897268295928,0,-0.286909457092162,0,-0.479651851696222,0,-1.0052999921795,1,-1.0960757423577,0,0.782696483649146,0,2.09556981528228,0,0.787580427885185
-1.81366945487487,0,-3.8365688501906,1,1.21667807575854,1,-1.20246522368821,0,1.20226084023893,0,-0.481469580926899,0,0.266458225430765,1,-0.788767001263185
0.158330973919517,0,0.0145843887262524,0,0.925670249280036,1,0.718382654033643,1,0.955832365218809,0,0.406297238887791,0,-0.283463255082776,0,0.358165093507087
1.45417393855824,1,0.525180717190724,0,-0.103911776628734,0,-0.174999510216694,0,0.695180615461033,0,-0.236062311744821,0,-0.0237092719684142,0,0.143963030377043
0.254394253105302,0,0.0395928581731535,1,0.135170499415187,0,-2.60631199243882,1,0.140850072535857,0,0.35839329255151,0,-0.175720164408166,1,-0.69523378947573
-0.479268404599385,0,0.283246487591947,1,-0.648169174397113,0,-1.36195929102596,0,0.624615981564493,1,0.296671647502929,0,0.442327043022064,0,0.860096077643587
0.545308226523324,1,0.148103438774196,1,0.391923800544183,1,-0.69785057597125,1,-1.55778357157438,1,1.03918523408372,0,0.228422406303938,1,-0.960227506281016
1.90417132777666,0,-0.860013064843626,0,-1.21214333328378,0,-0.473850555978191,0,-1.0869440336435,0,-0.330119045695204,1,0.296667677359709,0,-0.424785362913586
